Step	AgentID	acuity	complexity	care_setting
2	91da1d96-20e8-4725-b079-b62b0bbe7e3e	0.0	0.7291267979503492	Hospital
3	91da1d96-20e8-4725-b079-b62b0bbe7e3e	0.0	0.7291267979503492	Hospital
4	91da1d96-20e8-4725-b079-b62b0bbe7e3e	0.0	0.7291267979503492	Hospital
5	91da1d96-20e8-4725-b079-b62b0bbe7e3e	0.0	0.7291267979503492	Hospital
6	91da1d96-20e8-4725-b079-b62b0bbe7e3e	0.0	0.7291267979503492	Hospital
7	91da1d96-20e8-4725-b079-b62b0bbe7e3e	0.0	0.7291267979503492	Hospital
8	91da1d96-20e8-4725-b079-b62b0bbe7e3e	0.0	0.7291267979503492	Hospital
9	91da1d96-20e8-4725-b079-b62b0bbe7e3e	0.0	0.7291267979503492	Hospital
0	831cf518-e382-4db3-8a79-8556470b33c6	0.0	0.3794554417576478	ED
1	831cf518-e382-4db3-8a79-8556470b33c6	0.0	0.3794554417576478	ED
2	831cf518-e382-4db3-8a79-8556470b33c6	0.0	0.3794554417576478	ED
3	831cf518-e382-4db3-8a79-8556470b33c6	0.0	0.3794554417576478	ED
4	831cf518-e382-4db3-8a79-8556470b33c6	0.0	0.3794554417576478	ED
5	831cf518-e382-4db3-8a79-8556470b33c6	0.0	0.3794554417576478	ED
